,text,sentiment
74, aapl apple samsung argue in appeals court http t co xmd e ltex,1
3451,the rise of and the decline of in one chart http t co n gupnnc y via ,1
3510,top apps of names elevate brain as iphone app http t co tyrnmygndp,1
1287,apple fibonacci levels intraday update aapl http t co liaswssxrd,1
424, apple common somebody http t co z qeibtlc,1
3314,siri be on that bull shit telling me it s not gonna rain and shit da fuck i pay for her for ,0
281, verr cktes zum watch http t co scanaaunpe,1
1076, swerviinnn maybe stop being a whore for once and sleep,0
483, apple don t delete music off of my iphone that i payed good money for,0
1174, you didn t know your could do http t co http t co cfrytgvom,1
3553,update seeing early adoptions http t co dtji hntoq,1
1199, could have fallen yesterday forbes http t co v qhzg z,1
2592,rt why don t we have harry potter emojis please work on this ,1
1502,apple my iphone web maps for http t co ccjwa q av from google to apple ios blog http t co afsiwxv pg ,1
3551,up is supplier still a buy http t co ycxomnmhqo,1
877, kate get the new sony,1
907, marxculture yeh was thinking of doing exactly that just wanna install decent unix on ok hardware amp live happily everafter,1
2132,in your face ,0
337, there is still not a suicide note template on your most recent pages update how much longer do i have to wait,0
3341,steve on the computer and working with businessweek http t co dvublaz x ,1
34, aapl companies growing faster than apple rss cnn com r rss money latest n ps cmqwl index html,1
478, apple deleted music from customers ipods http t co fzmafuzrnl,0
3543,ubs says consensus on december quarter apple iphone units could be low aapl http t co wao gqq ,1
731, brettgilmour you re not the only one apparently based on that last interview we did with ,1
1659,cnbctv fighting monopoly allegations http t co mpshu yktb,0
1772,even agrees is mind blowing http t co bfuf nrij,1
2224,itunes is pissing me tf off ,0
677, apple you are loosing all the things that used to make you so much better to live with than windows,0
475, apple conclusion best client service ever,1
28, aapl call america for free until christmas cuts costs for relaunch http t co ujvbkqvfqj,1
1576,aye forreal tho done w yo bs ,0
22, aapl apple stores will host free coding workshops for second annual of code http t co kvykzascxp by ,1
680, apple you should have your old products available to the people at the same economic standing as our current market at this sec ,1
2672,rt bloombergtv to play key in http t co vvrrzzmudl ,1
1524,apple kantar s data points a huge december quarter aapl http t co kqvqbbr aa,1
1793,final for monday december http t co evjc tngpj,1
176, apple should fight new court case over drm decision forbes http t co hmht mbhio,1
604, apple sales imac inch updated with yosi great family device refurbished month warranty http t co hj fm mxmn,1
1899,great service at thanks jenna and brandon ,1
3252,rt new dawn for http t co ud odp od,1
3352,steve wozniak discusses apple s early days and working with steve jobs mac blog http t co ipnd ld ur ,1
973, onerepublic so amazing,1
1032, sealskevin hopefully endangering their own lives ,0
494, apple fuck yo shit,0
3469,these damn commercials are getting worse and worse,0
538, apple i d like to see emojis that look like me,1
1585,been a while since i bumped into artist page now ready to go with releases worth of music best link to send ,1
1536,apple s dilemma with apple aapl http t co pfxeuxeu u,1
2361,my alarm was set the ringer was on and it just refused to work fuck u ,0
1045, siri this is disrespectful,0
929, nale when do you think will be accessible in france ,1
714, arstechnica come on et al get your stb together so we can bypass cable satellite companies ,0
286, will the shortage hurt christmas http t co i qb uarms,1
289, winter can be scary but you can stay safe with our free app http t co wyjvgqw qt,1
3688,will the iphone plus shortage hurt apple christmas aapl http t co ,1
2511,pretty cool stage set at for panel talk on hk s top instagrammers http t co yitbtncnj ,1
1815,fix it http t co choq lheho,0
3572,watch steve wozniak use to magically unlock a hotel room http t co xveo boalw,1
3295,sales of iphone plus have settled a long argument about apple and smartphones aapl http t co oadjszwg ,1
3401,that was terrifying suck my ass ,0
783, elubow a drink says you have a new one in under min,1
1669,cnbctv bulls running with amp http t co znj hu jb,1
1029, scarfacesheed he ain t steal it apple did,1
1963,hey while your reading list on safari across device rocks can you please let list items to be deleted x in iphone,1
3492,this is why i moved over to http t co faw zsfzt ,1
1648,cheeky very cheeky no dice though you can t own store it s a description not a product http t co l veruzfs,0
875, kaitlynpearle get android,1
299, aapl shares fall despite price target increases from bmo capital and citigroup http t co vinsdgqxca ,0
1438,apple is now worth more entire stock market aapl http t co ,1
1171, best steve jobs emails http t co iykzcbya ,1
1442,apple is warming up social media apple is hiring a social media guru in l a will fin http t co co b kqoi ,1
695, apple yosemite needs a lot more testing just hooked machine to display and was greeted with this http t co qcpkjx m,0
1343,apple could face iphone shortages next year aapl http t co vpmoxobfjh,0
2185,is apple most important stock on earth http t co n jy xvazd http t co ,1
1, dyslexic iphone users rejoice to and text hard to spell words are a thing of the past http t co wjjflyzme ,1
3288,russian lawmaker thinks the iphone is stealing state secrets aapl http t co ixxtdetlit,0
844, jakeflem good we got a new shiny macs too so we will keep this handy ,1
1888,got some stuff store amp for men ,1
591, apple please work on being able to still use your phone when someone calls you so i can successfully ignore my moms call while on ,0
2456,oh why do i have to delete my unwanted photos eight times once is enough i don t want a deleted folder ,0
1837,frustrated after unsuccessfully trying to fix outgoing smtp configuration lt but this is unacceptable ,0
2104,i m learning all about apple store at http t co h uqyypxo,1
1033, sethlouey ios updates bricked phone too seems like the apple is getting a bit rotten,0
924, mrbeagleman if starbucks shuts down anon is decimated,1
1697,could apple inc sell million apple watches in http t co as fzefq q ,1
2232,jdelaneyxo beta testing the newest product http t co hpgnugogj,1
1619,brilliant no more broken screens in via http t co o hfu n il http t co ocwnfeyne,1
32, aapl all great leaders share http t co ym clblrcf,1
879, kayhlogan the void awakens,1
2517,protesters in the store pretty much sums it up its like a gravitational pull shocked it took this long next stop starbucks ,0
1827,forget here are better stocks to buy motley fool http t co drjdivotxu,0
766, daulfn it s what most of our devs do,1
3604,what maketh thee of this pesky that appears at the end of people s text messages ,0
2248,just broke my rd charger of the month get your shit together ,0
2194,is it to buy the dip in apple inc stock aapl http t co mzlzxlhesl,1
3445,the oddly uplifting story of the apple co founder who sold his stake for aapl http t co cizbvr pj,1
1232,all computers are susceptible to adware and don t believe that computers are immune see this post from apple http t co adwlfrzsm ,1
3692,worth reading comparison of and map apps http t co vguivry c ,1
1574,awesome invented peanut butter sandwich technology for phones http t co dpzpoqzthx,1
1918,happy monday my camera on my fancy suddenly stopped working this weekend so instead i meme http t co mb jv sd,0
586, apple planning to strengthen presence with stores across and http t co fbjhxel ,1
3466,there needs to be a flag emoji ,1
589, apple please make an iflipphone,1
203, elevate is pick for number one app of the year http t co qlrdiiqw g,1
1940,here s the i say beats it easily it s like an elitist toy versus a real machine http t co lva epxeav,0
1490,apple stock in upward after holiday quarter apple watch in http t co p xpayce t ,1
2005,how many iphone chargers do i need to go through make charger durability a point in the new iphone,0
1681,computer science education week is coming check out some opportunities that will be helping put on http t co ji hszxupr,1
1252,another with an in there too http t co y ogesuoh http t co kpmdnneid,1
39, aapl a year later microsoft s nokia acquisition makes sense http t co a cvaworo,1
2379,my iphones working without a sim card on g not on wifi ,1
1461,apple macbook http t co f ihhonzhm http t co cutgtm ff,1
476, apple contact sync between yosemite and ios is seriously screwed up it used to be much more stable in the past ,0
2519,protestors taking over an store can t find a government office or something that will make change ,0
204, flipping the won t smash because it detects when it http t co zww m ez,0
3311,since all the software updates my iphone ipad and ipod touch will not charge and are royally fucked up ,0
3380,thank you for being such a little troll but putting the option close right above the save tab legends,0
90, aapl did carl icahn cause the private equity bubble http t co f mv zld,1
3561,video shows size of inch air plus mockup next to iphones ipads and macbook http t co b v x stz ,1
351, channels in a hilarious ad for its new catalog via http t co tpg ivquc ,1
681, apple you should make more emojis,1
590, apple please stop notifying me to icloud storage because i do not use icloud enough to upgrade it nor would i pay for such things,0
1930,here are main differences between and http t co tqubuzk r http t co c m wejyx,1
1294,apple fibonacci levels intraday update aapl http t co rstp xea l,1
1345,apple could release inch iphone mini next year aapl http t co lyomrvbce ,1
3660,why estimates of a market cap for are still far fetched fundamental and algorithmic analysis http t co ,1
700, what to expect in http t co ie wziwil ,1
1364,apple inc aapl focuses on larger indian market share http t co o ru lv v ,1
1715,dear amp i understand you want to protect me is there any way you can cool it on password lockouts amp resets ,0
939, noctylux refurwhat ,1
3627,who s buying all new anyway http t co yc zisctjl,1
1880,google is now beating apple in one key sector aapl http t co wvcxxxxlds,1
463, apple bought a new iphone never gets reception in the same places my s did and battery life is worse ,0
1977,hitting below the belt rivals music from ipods court hears http t co qiyqaukvc ,0
918, michael stephen sorry forgot you were on apple device on that was process,1
555, apple let me shake the phone to move the apps after double clicking the middle iphone button please,1
2542,rt wouldn t be a bad idea to bring back the tap to tweet function guys ,1
2044,i hate you ,0
1241,always so impressed with the customer service at the store square one my laptop works again and didn t cost me a dime ,1
1745,did delete from sites other than good thing cd is on it but still http t co d hxlfrzj,1
431, apple iphone plus and iphone lots of cash spent help please ,0
2452,note to mail still has trouble sending last update didn t fix it mail that doesn t send not so useful ,0
220, iphone users complain to about front http t co picjz u us,0
1225,after years of losses apple is finally clawing back some market share against android aapl http t co lbvcbszfaq,1
639, apple was fighting a ending battle against hackers of says chief eddy cue in trial http t co olmqsv r h,1
2047,i have been about iphone chargers ,0
2540,rt you ,1
2750,rt studio at ft one outlet computers we need the batteries of the future now http t co astp x ket,0
3459,the ui of the future takeaways from pioneer bill fernandez http t co ls u qfsgh,1
1788,feed my ego futter mein ego iphone s ca computing amp communication melasdesign http t co jbvgromp p ,1
1003, professorf best smartwatch is still the pebble ,0
3484,thinking of leaving the environment completely ,1
1627,buyer s guide deals on macbook air macbook pro ipads apple accessories and more mac blog http t co eac nk nkk ,1
953, onerepublic does pilot fly with us ,1
2023,i agree with that the should own not trade it s extended so today s pullback is good to see,1
901, macys why do i have to sign when making an pay transaction ,1
2114,im so pissed i plugged my phone in overnight but it didnt charge fuck u ,0
3570,washed my earphones by accident still works you actually did something good,1
1060, stevewoz iphone the next iphone will be out in months making the the case mm thicker would make sturdier and lens flush,1
2711,rt i need new emojis preferably some brown people an shxt like that ,0
443, apple its best and apps of the http t co mjys wncqv,1
471, apple can you fix your devices some albums are not available on itunes i download illegal and this happens http t co nodur nb c,0
840, itunes my music library wont sync new music etc itunes tells me sync completed nothing new uploaded how do i fix this frustrating,0
1184, stocks could soar in motley fool http t co lcut xtzx,1
1909,had android chargers for years amp they re still top tier please keep up ,0
1511,apple xiaomi smartphones found violating privacy laws in aapl http t co ojko vhuz,1
755, cooolestnerd and these are the top places to work doesn t reflect society s makeup ,0
412, apple rolled out to months ago and just overtook in webgl support levels ,1
743, carlabarlacakes snapchat ,1
1680,completely in love with my right now playing with my amp digging into some day complete ,1
156, apple earns more in on quarter than has earned in its lifetime http t co xxsdvqbdbi,1
694, apple why i cannot alt tab back to full screen app grrrr ,0
1668,cnbctv analyst worries about growth http t co ca sfashg,1
2821,rt studio at ft one outlet computers we need the batteries of the future now http t co astp x ket,1
1634,can someone please invent a case for the iphone that adds storage ,1
1498,apple to build major new facility in japan prime minister reveals aapl http t co cysxbbg yw,1
1150, whereiscooldude wait no im okay here but yeah actually we should burn it down,0
2508,poor dudes out here gettin slandered because he wants to argue against ,0
3495,this one chart explains affect on paints an interesting story what do you think http t co cby jl pn,1
1799,final for december http t co oqfbuhpymz via hamzei ,1
317, ceo s name to grace alabama antidiscrimination bill http t co udeeizanla,1
1719,dear bring my phone quicker,1
3368,takes more than to convert shoppers to buyers amp create a total sense experience http t co a g jr,1
2457,oh your live streaming on tv blows ,0
3598,what happened you pieces of shit god damnit man ,0
1997,how hip is store in boylston st pm enjoy some meet director amp ,1
2472,one good thing about waiting in the store for my is that i cleared up the backlog of emails from my inbox,0
3026,rt it makes you smarter elevate is app of the year congratulations and team http t co r cgmthocc,1
2632,rt customer service successes amp fails amp examples http t co jg jp l zd ,1
884, l dawashington i hope them faggots get cancer,0
3419,the best games you should play this week http t co ssokhrtlil via ,1
1368,apple inc campus has m auditorium m fitness center http t co kqhafcbci ,1
2306,lowkey yosemite trash af i cant use my logic express anymore yall irritating the fuck outta me sincerely a disgruntled person,0
3582,we need more products like companies like amp need to embrace the customization of quality themes ,1
3406,the apps of year http t co vnvazcnemp,1
1103, misplaced neil should protest at city hal and the mayors office and police station not apple ,1
2200,it amp marketing systems cause headaches as card holders with pay are being opted in for promotions without permission,0
1757,done with this iphone plus apple or sprint giving me my bread back ass phone full of fuck ups ,0
773, dougluberts it is a universal problem with gb models some people think there will be a total recall ,0
829, hoos do not navigate it in this way,1
3654,why does take so long to send you the password reset email ,0
2081,idk if it s my phone or what ip ain t shit but problems fix this shit ,0
2181,is apple most important stock on earth http t co x rp r y http t co ytd iz i,1
271, confusion while app store was rejected in australia it s been approved in europe amp http t co easponshkf ,1
1009, quentinnield i need to reinstall on my apple ipad ,1
1657,cnbc day antitrust trial http t co fjfbe vqqi ,1
3388,thanks for making life complicated,0
902, maine nitin good morning looks like i ll be hanging at the store with the students and snowbirds sometime this week ,1
2681,rt apple fibonacci levels intraday update aapl http t co ms crxihj,1
497, apple fucking let everyone name the group chats their own things please and thanks,0
3007,rt our buddies are at eye level in the store http t co r j yz g u,1
3474,thestreet corporate earnings to contract short best of kass http t co vrsw spbpd,1
1528,apple ubs evidence lab increases iphone estimates to million aapl http t co nfgahz eul,1
549, apple ischool http t co cmo tsbhpi ,1
1779,excellent news s on i wonder if yosemite amp my wifi will be talking by then it s been wks ,0
391, apple someone fucking help me someone who works at apple fucking help me do ur job cunts,0
730, brandivatemktg integrity cures most evils in this case will too ,1
384, anneohirsch my s was great just had a cracked screen amp a dying battery i m thinking about trading the in for a new s ,0
3481,they should have a screen record on iphones just hold the screenshot button down and your recording your screen ,1
1492,apple stock is push into india little late aapl http t co m kovleikb,1
849, jakeflem booting while holding command and see if you can do a disk repair,1
3574,watch the weekend s new ads from and more http t co hxhnn og k,1
2041,i hate my macbook now fuck this update and fuck you ,0
723, bedbathbeyond you re selling this lightning cord doesn t work what s the deal http t co qvqdqbilnl,0
2741,rt lol tryna figure out why this file say its from http t co oxgytgw p ,1
1968,hey fuck you for thinking i want text messages to pop up on my computer ipad and phone ,0
1705,danger but ok wanna fuck with me,0
611, apple smd with us weak as phone b ,0
1687,congrats to mary sotos for green power leadership awards at http t co ssrfeyx sf,1
2000,how is my battery already within minutes of usage fix up ,0
238, mkt final for friday december http t co lvk rfkfbb,1
1830,former apple manager sentenced to one year in prison million fine in leaked secrets case mac blog http t co vmeiomrtn ,1
2135,inspi by and on of in go to fight aids get and ,1
3313,since when did stop replacing iphone units due to defect just because i have some scratches on my phone doesn t mean i dropped it ,0
2074,i wish phones had an infinite amount of storage you need to do something about that,1
3317,sketchy claims apple planning new inch iphone for http t co qa rjngxpz ,1
1398,apple inc vs google inc battle of giants http t co eqx s fxtp ,1
47, aapl apple back in court with billion on the line http t co mduqi xqk,0
367, abillaut so much ,1
1947,hey can i catch a fucking maverick of a wave on an iphone didn t think so ,0
2620,rt for the preview of your smartwatch http t co wagn sdnc,1
1286,apple fibonacci levels intraday update aapl http t co kfnpj p hi,1
122, aapl new inch iphone apple must make it http t co qntqdiytxk,1
618, apple stores will host workshops for on http t co o ovy h via ,1
1026, samsungmobileus m fine in copying case http t co cic vrqwuj,1
790, eternalmuke wtf siri step your game up ,0
1269,apple fibonacci levels intraday update aapl http t co ai tto tf,1
1507,apple watch search engine list of best wearable http t co ltezjzqqf ,1
1568,at the genius bar apple store very helpful staff and whoever helped me was genius comp wking again http t co gbpqdl ecn,1
3289,s o for the headphones ,1
2247,just been handed this device to fix m owner doesn t fancy waiting http t co op yzaojk ,0
833, iamrayuko who re you talking to,1
1292,apple fibonacci levels intraday update aapl http t co q zkal xy,1
91, aapl don t confuse morgan stanley decreasing apple s weighting by with b http t co jwelm vm,1
9, aapl i think it will be valued at s at next year death of steve jobs damaged more than apple ,1
2550,rt watch the weekend s new ads from and more http t co ckdkibi pl,1
426, apple yooo fam it s been hours where s my email back i need that album when it drops,0
251, nyc protesters stage in store http t co y rrbx sc live ,1
2388,my messages aren t sending tf is going on,0
3, aapl stock price plummeting to sell for a bit ,0
2322,man i m everything but this chromecast is pretty sweet ,1
2451,not sure who is worse vacations or ,0
2537,rt your osx built in had been provided by https t co ulmcdsecin,1
1208,a lawsuit asks whether used for price fixing http t co uql ffo pc,1
255, peterhewer iphone claimed to copy a chinese smartphone design ouch http t co g igaodgpn,0
3381,thank you for fixing the sourcekit crashes in life is better now http t co nbrwttcz ,1
2434,nigga my phone has froze times today amp it s not even am tf ,0
1006, prozacnation all my fault lmfao,1
120, aapl john sculley pans apple watch loves apple pay http t co qnm rslm,1
3369,taking apple s lead amazon gets physical news harvard business school http t co uensgejraj ,1
185, apple facing a challenge from google s android apple inc seeking alpha http t co fd e pv g ,1
356, named brand during amp beating rival http t co yn putlkk via ,0
1569,attention your free ipads would go faster if your emails didn t go straight to junk folders ,0
3637,why apple is poised to have a holiday season aapl http t co btk mwuba ,1
974, onerepublic so great to see that you guys are recording in the air hopefully batteries of future will come out soon ,1
3694,wow i have only family guy and simpsons yet i can t dowmload the old update i really need gb to update can t wait,0
989, studio at ft one outlet computers we need the batteries of the future now http t co hghoj kywc ,1
2604,rt brass band at store broadway http t co ufworzjgpp,1
3056,rt lawsuit will reveal unseen steve jobs video http t co nef qogbhe,1
1739,definitely upgrading from to best buy http t co dnbrlks ,1
3717,yo fix your shitty imessage,0
2293,looking down on the crazy george street in the rain from the genius bar http t co fw bcu dod http t co dlrmfkdkhh,1
1372,apple inc deleted songs from services from ipods http t co dqwdfpcc x ,0
641, apple watch s high priced fashion focus on the mark survey says http t co sujgrck t ,1
195, as still struggles to demand raises price http t co orhj unkm ,0
131, aapl samsung asks appeals court to throw out million damages in apple http t co iov ug pmd,1
1628,can conquer the enterprise only if has the guts to license http t co mwojkycsc,0
2603,rt where do come from what s in your http t co kumcbkmrev,1
3625,whoever downgrades from a iphone to a s obviously doesn t understand the extra battery life every morning my s is dead ,0
212, intel s keys earnings growth http t co s sootc f,1
3505,t mobile iphone calling problem work around http t co egyfohexk http t co njbqbrvhz,0
1347,apple rivals music from ipods court hears http t co http t co bx wijoksx,0
921, mixbreed lexie wrong ,1
2733,rt in streaming media sales http t co obplpnwhxw ,1
373, agiletortoise once again is inconsistent with app rules to maintain their plausible deniability sorry to hear that greg ,0
678, apple you guys should make pipes too ,1
1512,apple matches increase in earnings q eps in app donkey stocks on your https t co cbugrehzs,1
2425,new meaning to soviet jokes we produce it turns out as tank seeks to rival http t co bd c wgd y,1
2626,rt can we get a touch screen macbook ,1
1655,citigroup inc boosts apple price to aapl http t co yjayxmbi s,1
872, juji oops sorry applebees i meant ,1
2534,resisting a bite of the http t co nzdodzq we http t co akxzybr l,1
1352,apple entering era of security fear mongering from security vendors aapl http t co x vjxj hd ,1
1229,alabama anti discrimination bill to be named after via http t co w rgyneq p,1
1168, in us iphone owners have now used pay report http t co jkiquh i ,1
1155, yeagerbeats is back with another check it out ,1
726, bestbuysupport now i m being told because it was an product the price can t be overrided must pay full price then call back for an,0
2067,i thought this shit was suppose to be gorilla glass ,0
2082,ie chrome and firefox all now have public feature roadmaps come on safari feel free to fork http t co rmkflgk zh,0
511, apple had a dream last night where i downgraded my to a s and spent the rest of the dream trying to figure out what to do ,0
722, bedbathbeyond i could of just gone to canal street for a knockoff and why must i pay for a lightning cord ,0
254, peroquemorro say deleted songs not purchased from https t co q klhg vex via ,0
1271,apple fibonacci levels intraday update aapl http t co jdrjlbym ,1
488, apple fix addis phone so we can text each other pls and thx,0
3467,there needs to be an emoji with war paint football make up on for fangirls everywhere ,1
3304,seriously that stupid add of the macbook with the different stickers you can put on it i hate how gullible people can be ,0
898, lydiaslyfe apple better get to working,1
2535,results of our pilothouse program see which had the most loyal customers http t co fayv n xt,1
2220,it s official is no longer hip anymore http t co yqm v sbd ,0
2569,rt even more reason for to stop using benzene in its manufacturing http t co njdyqwfvae,0
1137, verizonwireless how many weeks will by iphone be pushed back currently at ,1
1468,apple named th most disruptive idea in the past years by businessweek aapl http t co ssgwey dvn,0
1804,finally updated to ios something thanks for more shit we don t need thanks a trillion http t co jk lnvs jw,0
1735,dear if you are going to copy in your stores when someone makes an appointment use it ,0
729, bonerforesst bought this maybe two weeks ago and it s already started lol http t co bzgcdtmhea,1
1695,could inc sell million in motley fool http t co ja hy d u ,1
593, apple pls make better chargers ,0
663, apple working on making next phone drop in the safest way all the time like a cat http t co dqbmgzydoy,1
2686,rt apple acted unfairly in suppressing digital music competition paul kedrosky aapl http t co xtbfhpbyf ,0
2051,i just got my powerbeats back from repair shoutout to x ,1
3281,rt different is normal http t co cbumyzrlm ,1
567, apple my laptop is burning my legs what do u have to say about this,0
2242,job listings suggest apple plans to boost its virtual program http t co oylhapsbts ,1
2657,rt legendary designer gives young designers simple rules to follow http t co m zs vxdl via ,1
3667,why is there no black heart emoji ,0
2429,next year my goal is to be free of their bs ,0
83, aapl buzz stocks apple inc aapl corporation and delia s i http t co ogezr gul,1
388, apple minneapolis isn t cupertino when siri tells me it s in december no need to add the yeah might be more appropriate ,1
758, cynthialanel these are the most power co s in the world and they could care no more than ,1
1274,apple fibonacci levels intraday update aapl http t co axluvshob,1
465, apple btw i love all of your products rock your power cords are junk you seriously need to fix this ,1
703, applenws ok yall need to reverse my phone back to ios bc i can t do this anymore,0
1737,dear santa all i want for christmas is for to send my iphone ordered ,0
1587,being held hostage at are replacing the whole phone last backup at a m this morning so anything since was byebyebye ,0
2058,i love my http t co ajvsqxgdn http t co klwbbwip o,1
2570,rt blackberry wants your iphone and will pay for it http t co ydpqjkkfvm bbry aapl ,1
1518,apple matches increase in earnings use q eps in ios app donkey stocks https t co pyu cutyrx,1
1394,apple inc store logos for world aids day http t co nsbtal g ,1
54, aapl apple donating portion of profit to fight against aids http t co br n u qr,1
900, macrumors i believe it i bought an fire for you ve lost another customer,0
66, aapl apple loop iphone s steve job s garage myth iphone c specu http t co gwq jqikzd,1
683, apple your chargers suck ass just love to break ,0
1591,best of in http t co tlzqrlqbt,1
3031,rt here are things to know today including who is hoarding the http t co lwacrdp vu,1
219, iphone sales success gives best ever uk market position http t co hfvauozsox,1
3460,the world s first murder via facetime you for innovation http t co ,0
1250,and if i leave my mac plugged in when i leave the house do i need to check the power cord every time ,0
95, aapl money will oil companies start cutting dividends http t co deq drywq,1
275, use built in feature to your lost http t co xnl erhcek,1
1015, remuuusss fix this,0
2349,morgan stanley sells apple inc but aapl stock still a buy http t co tzva tpsv ,1
242, mkt final for wednesday december http t co megrwaouzd,1
138, aapl apple patents way to save iphone from dropping and breaking http t co kg jliugyl,1
2728,rt apple breaks b market cap http t co z jcefcgzd ,1
161, apple inc news analysis did apple inc aapl ceo steve jobs consider himself above law http t co zf v k n h,0
1320,apple assigned aa credit by morningstar aapl http t co slqqrkwgyp,1
1096, still misplaced but they are the companies with the most power to do something ,1
1765,eddy cue speaks about ibooks price fixing case feel we have to fight for the http t co eq bkre k ,1
2266,l a school district halts ipad contract as fbi seizes documents aapl http t co btjokqnriy,0
2572,rt i have pictures and my storage is full get it together,0
1520,apple canaccord merrill up on iphone cycle mostly priced into the stock says pac crest aapl http t co acm ujwbfc,1
3413,the biggest differences between and yep i ll stick with my mac http t co bxbjni ihn ,1
517, apple hey nvm but i shouldn t have to restart my phone to make it work,0
818, googlenexus support said can t test nfc so can t assume my phone is not working keep saying can t does help i ll go back to ,0
1643,cheap chromebooks teach apple a lesson price matters aapl http t co guc yr cmf,1
2532,report wants fashion and luxury experts help sell http t co i upticf i http t co rorxfmppsk,1
2141,ipad air new ad change promoting graphic design apps video http t co i z vvjjvz http t co lmgaodr y,1
2421,new ha blog post gt gt gt final for wednesday december http t co nhjkfkdd s,1
1639,can t get a new iphone how about these free apple shares http t co upgqsdvrxp http t co eqyg tpna,1
3516,trade aapl nightly updates are here on or you can visit the free here http t co u tkeapbxf,1
2209,it d be real cute if i could sync music to my phone ,1
804, fullcircleone big goes amp on the ground ,1
3392,thanks and for the great leadership federal grand jury subpoenaed documents from l a unified http t co sggqvmczlh,1
594, apple plz kill verizon soooo i don t have weird apps and passcodes and synchronized locations on everything,0
1513,apple fits to increase in earnings use q eps in ios app donkey stocks https t co cbugrehzs,1
3683,will be growing its services areas thinks it ,1
445, apple an drop protection mechanism changes device http t co wpnlcmbcsb,1
387, apple bring back ,0
1353,apple flash crash what you need to know http t co pbthsfeee,1
3733,you ll be able learn how code for free next week at your nearest store http t co xhh slc x,1
1342,apple continues war on notification center widgets asks to note creation feature http t co qjgikludvh ,1
1439,apple is planning a inch ipad will be like microsoft s surface aapl http t co ahkjeekqdi,1
2014,http t co d tekpbqyw default search engine,1
141, aapl update alabama anti discrimination bill to be named after apple s ,1
862, jimcramer for setting the record straight for investors ,1
3586,well imessage doesn t work thanks ,0
3498,thought this just happened to me why i hate to this day http t co g jyzogi via ,0
448, apple soar after launch of http t co qrv lxevgm,1
1670,cnbctv citi s optimism http t co cgre fib,1
664, apple y all shitty,0
3006,rt bought my at the store pretty good logo match can t wait to install it http t co z vkmhbnr ,1
11, aapl launches logo for world aids day dec is world aids day and the red apple logo will be abl http t co crc vpield,1
1244,amazon amzn ecosystem biggest to stock amzn amazon amzn ecosystem biggest t http t co a j c tbyw,1
1041, shortyawards it is very confusing u wonder if it means u are going to get a bill later for ur download please use free if it s free,0
1769,enjoying my studio wireless beats ,1
3562,waited until i finished to install on my aging macbook yikes those icons sure are ,0
1106, tehhgoat do you by accident have me blocked or ,0
1991,how competition between wireless carriers benefits apple inc http t co wbmngm w ,1
2474,only had the iphone years still can t decipher how to use calendar gets paid how much ,0
3589,well it seems that did not start in a garage after all http t co qhr dhqhz ,1
1951,hey fuck you,0
1391,apple inc price at close december is ,1
3634,why should ditch and license map data from http t co mbgyrvp lb,1
3395,thanks can we have way calling on facetime calls and the ability to move between devices seamlessly ,1
789, ernestszoka super stoked about the new only one update was hoping would get to it today ah well great game great job ,1
145, alle zu und watch http t co io m jkk t,1
1300,apple fibonacci levels intraday update aapl http t co ypwnw gfrd,1
1432,apple intraday comments updated premium users http t co g tedlcb z,1
2478,our app is coming soon still in production ,1
1462,apple macbook http t co f ihhonzhm http t co dwx q ss f,1
3528,trademark confusion apple s app store was rejected in australia approved in europe canada aapl http t co m wt qfyd ,1
786, em magazine how about showing us also in sonar x ableton live propellerhead and mixcraft ,1
1399,apple inc weekly facebook ads amp ipad http t co yrnuvcjel ,1
399, apple let us maintain what we enjoyed when we were young http t co via http t co ,1
3383,thank you to the nice lady at in for helping me grab my phone today you are a life saver ,1
1875,good be huge justice department cites th century federal law to get to unlock iphones http t co qmlbuvg xz,1
406, apple or which is better http t co gzxemyrwln http t co stdkprq sr,1
1556,apple s pt raised by citigroup inc to http t co urdsoszgy aapl ,1
1797,final for december http t co fxkcb gtqq,1
670, apple yh news apple s antitrust lawsuit may not have any plaintiffs lawyer suing apple for antitrust may http t co hnuwafq si,1
421, apple oh it s not fair and i think you re really mean,0
360, me can t stand those ppl with stickers everywhere they prob just bought an ipod shuffle,0
3724,you can finally get your or iphone from within a week via http t co tvyiaxusdd,1
733, briannalengy apple i m gonna sue you for thatb,0
2512,principled eddy cue to fortune as apple appeals e book price fixing judgment http t co y jdyn mlr,1
1964,hey why is my phone dying when it s on the charger ur stuff sucks,0
2348,morgan stanley sells apple inc but aapl stock still a buy aapl http t co w zgbxees ,1
2742,rt hey why is my phone dying when it s on the charger ur stuff sucks,0
2633,rt thanking for the not disturb feature,1
3055,rt spent eur at apple iphone camera no longer works i got water in it i did not unacceptable customer service ,0
3499,tim billion http t co bkwq rydeb http t co s jnrg n ,1
713, armitagina well they don t want people recording the movie i guess we ll see i know it s crazy but just lp and le will be ,1
3285,rumors surface for and in http t co qinl bi d,1
2541,rt dude is all over the marketing for beats have a great marketing team at apple ,1
546, apple is becoming very petty about not allowing certain apple dev resources work in chrome ,0
393, apple tech support is so nice free stuff sucks about the ringtone issue though ,1
767, daviddavidw you know what stores have had these locks weeks before many who preordered ,0
3009,rt what maketh thee of this pesky that appears at the end of people s text messages ,0
1362,apple inc seo a walk mystery of http t co ywvclgnwlz http t co uimroahqpk ,1
2147,ipad mini unboxing http t co gnly w na via ,1
